Mod:Item:MetaData, Localized Name
netherlicious:CrystalClusterWhite:0, Small White Crystal Cluster
netherlicious:CrystalClusterWhite:1, White Crystal Cluster
netherlicious:CrystalClusterBlue:0, Small Blue Crystal Cluster
netherlicious:CrystalClusterBlue:1, Blue Crystal Cluster
netherlicious:CrystalClusterGreen:0, Small Green Crystal Cluster
netherlicious:CrystalClusterGreen:1, Green Crystal Cluster
netherlicious:CrystalClusterYellow:0, Small Yellow Crystal Cluster
netherlicious:CrystalClusterYellow:1, Yellow Crystal Cluster
netherlicious:CrystalClusterMagenta:0, Small Magenta Crystal Cluster
netherlicious:CrystalClusterMagenta:1, Magenta Crystal Cluster
netherlicious:CrystalLamp:0, White Crystal Lamp
netherlicious:CrystalLamp:1, Blue Crystal Lamp
netherlicious:CrystalLamp:2, Green Crystal Lamp
netherlicious:CrystalLamp:3, Yellow Crystal Lamp
netherlicious:CrystalLamp:4, Magenta Crystal Lamp
netherlicious:CrystalLamp:5, White Redstone Crystal Lamp
netherlicious:CrystalLamp:6, Blue Redstone Crystal Lamp
netherlicious:CrystalLamp:7, Green Redstone Crystal Lamp
netherlicious:CrystalLamp:8, Yellow Redstone Crystal Lamp
netherlicious:CrystalLamp:9, Magenta Redstone Crystal Lamp
netherlicious:TintedGlass:0, White Tinted Glass
netherlicious:TintedGlass:1, Blue Tinted Glass
netherlicious:TintedGlass:2, Green Tinted Glass
netherlicious:TintedGlass:3, Yellow Tinted Glass
netherlicious:TintedGlass:4, Magenta Tinted Glass
netherlicious:Stem:0, Crimson Stem
netherlicious:Stem:1, Stripped Crimson Stem
netherlicious:Stem:2, Warped Stem
netherlicious:Stem:3, Stripped Warped Stem
netherlicious:Stem2:0, Foxfire Stem
netherlicious:Stem2:1, Stripped Foxfire Stem
netherlicious:Stem2:2, tile.Stem2_fragrant.name
netherlicious:Stem2:3, tile.Stem2_fragrant_stripped.name
netherlicious:FullWood:0, Crimson Hyphae
netherlicious:FullWood:1, Stripped Crimson Hyphae
netherlicious:FullWood:2, Warped Hyphae
netherlicious:FullWood:3, Stripped Warped Hyphae
netherlicious:FullWood:4, Foxfire Hyphae
netherlicious:FullWood:5, Stripped Foxfire Hyphae
netherlicious:FullWood:6, tile.FullWood_fragrant.name
netherlicious:FullWood:7, tile.FullWood_stripped_fragrant.name
netherlicious:Planks:0, Crimson Planks
netherlicious:Planks:1, Warped Planks
netherlicious:Planks:2, Foxfire Planks
netherlicious:BlackstoneSingleSlab:0, Blackstone Slab
netherlicious:BlackstoneSingleSlab:1, Polished Blackstone Slab
netherlicious:BlackstoneSingleSlab:2, Polished Blackstone Brick Slab
netherlicious:BlackstoneDoubleSlab:0, Double Blackstone Slab
netherlicious:BlackstoneDoubleSlab:1, Double Polished Blackstone Slab
netherlicious:BlackstoneDoubleSlab:2, Double Polished Blackstone Brick Slab
netherlicious:PlankSingleSlab:0, Crimson Slab
netherlicious:PlankSingleSlab:1, Warped Slab
netherlicious:PlankSingleSlab:2, Foxfire Slab
netherlicious:PlankDoubleSlab:0, Double Crimson Slab
netherlicious:PlankDoubleSlab:1, Double Warped Slab
netherlicious:PlankDoubleSlab:2, Double Foxfire Slab
netherlicious:BrickSingleSlab:0, Red Nether Brick Slab
netherlicious:BrickSingleSlab:1, Warped Nether Brick Slab
netherlicious:BrickSingleSlab:2, Foxfire Nether Brick Slab
netherlicious:BrickSingleSlab:3, Black Nether Brick Slab
netherlicious:BrickDoubleSlab:0, Double Red Nether Brick Slab
netherlicious:BrickDoubleSlab:1, Double Warped Nether Brick Slab
netherlicious:BrickDoubleSlab:2, Double Foxfire Nether Brick Slab
netherlicious:BrickDoubleSlab:3, Double Black Nether Brick Slab
netherlicious:BrickSingleSlab2:0, Smooth Nether Brick Slab
netherlicious:BrickSingleSlab2:1, Smooth Red Nether Brick Slab
netherlicious:BrickSingleSlab2:2, Smooth Warped Brick Slab
netherlicious:BrickSingleSlab2:3, Smooth Foxfire Nether Brick Slab
netherlicious:BrickSingleSlab2:4, Smooth Black Nether Brick Slab
netherlicious:BrickDoubleSlab2:0, Double Smooth Nether Brick Slab
netherlicious:BrickDoubleSlab2:1, Double Smooth Red Nether Brick Slab
netherlicious:BrickDoubleSlab2:2, Double Smooth Warped Nether Brick Slab
netherlicious:BrickDoubleSlab2:3, Double Smooth Foxfire Nether Brick Slab
netherlicious:BrickDoubleSlab2:4, Double Smooth Black Nether Brick Slab
netherlicious:SoulSandstoneSingleSlab:0, Soul Sandstone Slab
netherlicious:SoulSandstoneSingleSlab:1, Smooth Soul Sandstone Slab
netherlicious:SoulSandstoneDoubleSlab:0, Double Soul Sandstone Slab
netherlicious:SoulSandstoneDoubleSlab:1, Double Smooth Soul Sandstone Slab
netherlicious:BasaltSingleSlab:0, Basalt Slab
netherlicious:BasaltSingleSlab:1, Polished Basalt Slab
netherlicious:BasaltSingleSlab:2, Basalt Brick Slab
netherlicious:BasaltSingleSlab:3, Polished Basalt Brick Slab
netherlicious:BasaltSingleSlab:4, Smooth Basalt Slab
netherlicious:BasaltSingleSlab:5, Smooth Polished Basalt Slab
netherlicious:BasaltDoubleSlab:0, Double Basalt Slab
netherlicious:BasaltDoubleSlab:1, Double Polished Basalt Slab
netherlicious:BasaltDoubleSlab:2, Double Basalt Brick Slab
netherlicious:BasaltDoubleSlab:3, Double Polished Basalt Brick Slab
netherlicious:BasaltDoubleSlab:4, Double Smooth Basalt Slab
netherlicious:BasaltDoubleSlab:5, Double Smooth Polished Basalt Slab
netherlicious:QuartzSingleSlab:0, Quartz Brick Slab
netherlicious:QuartzSingleSlab:1, Smooth Quartz Slab
netherlicious:QuartzSingleSlab:2, Void Quartz Slab
netherlicious:QuartzSingleSlab:3, Void Quartz Brick Slab
netherlicious:QuartzSingleSlab:4, Smooth Void Quartz Slab
netherlicious:QuartzDoubleSlab:0, Quartz Brick Double Slab
netherlicious:QuartzDoubleSlab:1, Smooth Quartz Double Slab
netherlicious:QuartzDoubleSlab:2, Void Quartz Double Slab
netherlicious:QuartzDoubleSlab:3, Void Quartz Brick Double Slab
netherlicious:QuartzDoubleSlab:4, Smooth Void Quartz Double Slab
netherlicious:CrimsonStairs, Crimson Stairs
netherlicious:WarpedStairs, Warped Stairs
netherlicious:FoxfireStairs, Foxfire Stairs
netherlicious:RedWartbrickStairs, Red Nether Brick Stairs
netherlicious:WarpedWartbrickStairs, Warped Nether Brick Stairs
netherlicious:FoxfireWartbrickStairs, Foxfire Nether Brick Stairs
netherlicious:BlackNetherbrickStairs, Black Nether Brick Stairs
netherlicious:SmoothNetherbrickStairs, Smooth Nether Brick Stairs
netherlicious:SmoothRedNetherbrickStairs, Smooth Red Nether Brick Stairs
netherlicious:SmoothWarpedNetherbrickStairs, Smooth Warped Nether Brick Stairs
netherlicious:SmoothFoxfireNetherbrickStairs, Smooth Foxfire Nether Brick Stairs
netherlicious:SmoothBlackNetherbrickStairs, Smooth Black Nether Brick Stairs
netherlicious:BlackstoneStairs, Blackstone Stairs
netherlicious:PolishedBlackstoneStairs, Polished Blackstone Stairs
netherlicious:BlackstoneBrickStairs, Polished Blackstone Brick Stairs
netherlicious:SoulSandstoneStairs, Soul Sandstone Stairs
netherlicious:SmoothSoulSandstoneStairs, Smooth Soul Sandstone Stairs
netherlicious:BasaltStairs, Basalt Stairs
netherlicious:PolishedBasaltStairs, Polished Basalt Stairs
netherlicious:BasaltBrickStairs, Basalt Brick Stairs
netherlicious:PolishedBasaltBrickStairs, Polished Basalt Brick Stairs
netherlicious:SmoothBasaltStairs, Smooth Basalt Stairs
netherlicious:PolishedSmoothBasaltStairs, Polished Smooth Basalt Stairs
netherlicious:QuartzBrickStairs, Quartz Brick Stairs
netherlicious:QuartzSmoothStairs, Smooth Quartz Stairs
netherlicious:QuartzVoidStairs, Void Quartz Stairs
netherlicious:QuartzVoidBrickStairs, Void Quartz Brick Stairs
netherlicious:QuartzVoidSmoothStairs, Smooth Void Quartz Stairs
netherlicious:Wall:0, Blackstone Wall
netherlicious:Wall:1, Polished Blackstone Wall
netherlicious:Wall:2, Polished Blackstone Brick Wall
netherlicious:NetherbrickWall:0, Nether Brick Wall
netherlicious:NetherbrickWall:1, Red Nether Brick Wall
netherlicious:NetherbrickWall:2, Warped Nether Brick Wall
netherlicious:NetherbrickWall:3, Foxfire Nether Brick Wall
netherlicious:NetherbrickWall:4, Weathered Nether Brick Wall
netherlicious:NetherbrickWall:5, Smooth Nether Brick Wall
netherlicious:NetherbrickWall:6, Weathered Red Nether Brick Wall
netherlicious:NetherbrickWall:7, Smooth Red Nether Brick Wall
netherlicious:NetherbrickWall:8, Weathered Warped Nether Brick Wall
netherlicious:NetherbrickWall:9, Smooth Warped Nether Brick Wall
netherlicious:NetherbrickWall:10, Weathered Foxfire Nether Brick Wall
netherlicious:NetherbrickWall:11, Smooth Foxfire Nether Brick Wall
netherlicious:NetherbrickWall:12, Black Nether Brick Wall
netherlicious:NetherbrickWall:13, Weathered Black Nether Brick Wall
netherlicious:NetherbrickWall:14, Smooth Black Nether Brick Wall
netherlicious:SoulSandstoneWall:0, Soul Sandstone Wall
netherlicious:SoulSandstoneWall:1, Smooth Soul Sandstone Wall
netherlicious:BasaltWall:0, Basalt Wall
netherlicious:BasaltWall:1, Polished Basalt Wall
netherlicious:BasaltWall:2, Basalt Brick Wall
netherlicious:BasaltWall:3, Polished Basalt Brick Wall
netherlicious:BasaltWall:4, Smooth Basalt Wall
netherlicious:BasaltWall:5, Polished Smooth Basalt Wall
netherlicious:QuartzWall:0, Chiseled Quartz Wall
netherlicious:QuartzWall:1, Quartz Brick Wall
netherlicious:QuartzWall:2, Smooth Quartz Wall
netherlicious:QuartzWall:3, Chiseled Void Quartz Wall
netherlicious:QuartzWall:4, Void Quartz Brick Wall
netherlicious:QuartzWall:5, Smooth Void Quartz Wall
netherlicious:CrimsonFence, Crimson Fence
netherlicious:WarpedFence, Warped Fence
netherlicious:FoxfireFence, Foxfire Fence
netherlicious:RedNetherbrickFence, Red Nether Brick Fence
netherlicious:WarpedNetherbrickFence, Warped Nether Brick Fence
netherlicious:FoxfireNetherbrickFence, Foxfire Nether Brick Fence
netherlicious:BlackNetherbrickFence, Black Nether Brick Fence
netherlicious:crimsonFenceGate, Crimson Fence Gate
netherlicious:warpedFenceGate, Warped Fence Gate
netherlicious:foxfireFenceGate, Foxfire Fence Gate
netherlicious:CryingObsidian, Crying Obsidian
netherlicious:RespawnAnchor, Respawn Anchor
netherlicious:NetherBeacon, Nether Beacon
netherlicious:SoulTorch, Soul Torch
netherlicious:FoxfireTorch, Foxfire Torch
netherlicious:ShadowTorch, Shadow Torch
netherlicious:BoneTorch, Bone Torch
netherlicious:SoulBoneTorch, Soul Bone Torch
netherlicious:FoxfireBoneTorch, Foxfire Bone Torch
netherlicious:ShadowBoneTorch, Shadow Bone Torch
netherlicious:Chain, Chain
netherlicious:ChainPowered, Chain
netherlicious:ChainGold, Golden Chain
netherlicious:ChainPoweredGold, Golden Chain
netherlicious:ChainEfrine:0, Efrine Chain
netherlicious:ChainPoweredEfrine:0, Efrine Chain
netherlicious:EmptyLantern, Empty Lantern
netherlicious:EmptyLanternGold, Golden Empty Lantern
netherlicious:EmptyLanternEfrine:0, Efrine Empty Lantern
netherlicious:Lantern, Lantern
netherlicious:LanternGold, Golden Lantern
netherlicious:LanternEfrine:0, Efrine Lantern
netherlicious:SoulLantern, Soul Lantern
netherlicious:SoulLanternGold, Golden Soul Lantern
netherlicious:SoulLanternEfrine:0, Efrine Soul Lantern
netherlicious:FoxfireLantern, Foxfire Lantern
netherlicious:FoxfireLanternGold, Golden Foxfire Lantern
netherlicious:FoxfireLanternEfrine:0, Efrine Foxfire Lantern
netherlicious:GlowstoneLantern, Glowstone Lantern
netherlicious:GlowstoneLanternGold, Golden Glowstone Lantern
netherlicious:GlowstoneLanternEfrine:0, Efrine Glowstone Lantern
netherlicious:RedstoneLantern, Redstone Lantern
netherlicious:RedstoneLanternOn, Redstone Lantern
netherlicious:RedstoneLanternGold, Golden Redstone Lantern
netherlicious:RedstoneLanternGoldOn, Golden Redstone Lantern
netherlicious:RedstoneLanternEfrine:0, Efrine Redstone Lantern
netherlicious:RedstoneLanternEfrineOn:0, Efrine Redstone Lantern
netherlicious:ShadowLantern, Shadow Lantern
netherlicious:ShadowLanternGold, Golden Shadow Lantern
netherlicious:ShadowLanternEfrine:0, Efrine Shadow Lantern
netherlicious:SoulFire:0, Soul Fire
netherlicious:FoxFire:0, Foxfire
netherlicious:ShadowFire, Shadow Fire
netherlicious:pressurePlateCrimson, Crimson Pressure Plate
netherlicious:pressurePlateWarped, Warped Pressure Plate
netherlicious:pressurePlateFoxfire, Foxfire Pressure Plate
netherlicious:pressurePlateBlackstone, Blackstone Pressure Plate
netherlicious:crimson_trapdoor, Crimson Trapdoor
netherlicious:warped_trapdoor, Warped Trapdoor
netherlicious:foxfire_trapdoor, Foxfire Trapdoor
netherlicious:crimsonButton, Crimson Button
netherlicious:warpedButton, Warped Button
netherlicious:foxfireButton, Foxfire Button
netherlicious:blackstoneButton, Polished Blackstone Button
netherlicious:doorcrimson, Crimson Door
netherlicious:doorwarped, Warped Door
netherlicious:doorfoxfire, Foxfire Door
netherlicious:BlackstoneVent:0, Big Blackstone Vent Base
netherlicious:BlackstoneVent:1, Medium Blackstone Vent Base
netherlicious:BlackstoneVent:2, Small Blackstone Vent Base
netherlicious:BlackstoneVent:3, Blackstone Vent
netherlicious:BlackstoneVent:4, Blackstone Smoke Vent
netherlicious:BlackstoneVent:5, Blackstone Magma Vent
netherlicious:BlackstoneVent:6, Blackstone Flame Vent
netherlicious:BlackstoneVent:7, Blackstone Soul Vent
netherlicious:BlackstoneVent:8, Blackstone Foxfire Vent
netherlicious:BlackstoneVent:9, Blackstone Shadow Vent
netherlicious:BasaltVent:0, Big Basalt Vent Base
netherlicious:BasaltVent:1, Medium Basalt Vent Base
netherlicious:BasaltVent:2, Small Basalt Vent Base
netherlicious:BasaltVent:3, Basalt Vent
netherlicious:BasaltVent:4, Basalt Smoke Vent
netherlicious:BasaltVent:5, Basalt Magma Vent
netherlicious:BasaltVent:6, Basalt Flame Vent
netherlicious:BasaltVent:7, Basalt Soul Vent
netherlicious:BasaltVent:8, Basalt Foxfire Vent
netherlicious:BasaltVent:9, Basalt Shadow Vent
netherlicious:NetherrackVent:0, Big Netherrack Vent Base
netherlicious:NetherrackVent:1, Medium Netherrack Vent Base
netherlicious:NetherrackVent:2, Small Netherrack Vent Base
netherlicious:NetherrackVent:3, Netherrack Vent
netherlicious:NetherrackVent:4, Netherrack Smoke Vent
netherlicious:NetherrackVent:5, Netherrack Magma Vent
netherlicious:NetherrackVent:6, Netherrack Flame Vent
netherlicious:NetherrackVent:7, Netherrack Soul Vent
netherlicious:NetherrackVent:8, Netherrack Foxfire Vent
netherlicious:NetherrackVent:9, Netherrack Shadow Vent
netherlicious:Mossblock:0, Crimson Moss Block
netherlicious:Mossblock:1, Warped Moss Block
netherlicious:Mossblock:2, Foxfire Moss Block
netherlicious:CrimsonMoss, Sheet of Crimson Moss
netherlicious:WarpedMoss, Sheet of Warped Moss
netherlicious:FoxfireMoss, Sheet of Foxfire Moss
netherlicious:Sprouts:0, Nether Sprouts
netherlicious:Sprouts:1, Crimson Sprouts
netherlicious:Sprouts:2, Swamp Sprouts
netherlicious:Roots:0, Crimson Shrub
netherlicious:Roots:1, Warped Roots
netherlicious:Roots:2, Crimson Roots
netherlicious:Roots:3, Crimson Roots
netherlicious:Roots:4, Crimson Roots
netherlicious:Roots:5, Crimson Roots
netherlicious:Roots:6, Warped Roots
netherlicious:Roots:7, Warped Roots
netherlicious:Roots:8, Warped Roots
netherlicious:Roots:9, Warped Roots
netherlicious:Roots:10, Soggy Roots
netherlicious:Roots:11, Soggy Roots
netherlicious:Roots:12, Soggy Roots
netherlicious:Roots:13, Soggy Roots
netherlicious:Roots:14, Warped Shrub
netherlicious:NetherGrass:0, Crimson Grass
netherlicious:NetherGrass:1, Crimson Grass
netherlicious:NetherGrass:2, Crimson Grass
netherlicious:NetherGrass:3, Crimson Grass
netherlicious:NetherGrass:4, Warped Grass
netherlicious:NetherGrass:5, Warped Grass
netherlicious:NetherGrass:6, Warped Grass
netherlicious:NetherGrass:7, Warped Grass
netherlicious:NetherGrass:8, Swamp Grass
netherlicious:NetherGrass:9, Swamp Grass
netherlicious:NetherGrass:10, Swamp Grass
netherlicious:NetherGrass:11, Swamp Grass
netherlicious:NetherGrass:12, Withered Grass
netherlicious:NetherGrass:13, Withered Grass
netherlicious:NetherGrass:14, Withered Grass
netherlicious:NetherGrass:15, Withered Grass
netherlicious:Plants:0, Knotty Roots
netherlicious:Plants:1, Spiked Weed
netherlicious:Plants2:0, Crimson Dew
netherlicious:Plants2:1, Warped Dew
netherlicious:Plants2:2, Foxfire Dew
netherlicious:Plants2:3, Crimson Fern
netherlicious:Plants2:4, Warped Fern
netherlicious:Plants2:5, Foxfire Fern
netherlicious:Fungus:0, Crimson Fungus
netherlicious:Fungus:1, Warped Fungus
netherlicious:Fungus:2, Foxfire Fungus
netherlicious:WeepingVines:0, Weeping Vines
netherlicious:TwistingVines:0, Twisting Vines
netherlicious:GlisteringVines:0, tile.GlisteringVines_sprout.name
netherlicious:GlisteringVines:1, tile.GlisteringVines_plant.name
netherlicious:GlisteringVines:2, tile.GlisteringVines_sprout_berry.name
netherlicious:GlisteringVines:3, tile.GlisteringVines_plant_berry.name
netherlicious:GroundCover:0, Crimson Growth
netherlicious:GroundCover:1, Warped Growth
netherlicious:GroundCover:2, Foxfire Growth
netherlicious:WitherRose:0, Wither Rose
netherlicious:WitherRose:1, Bone Rose
netherlicious:WitherRose:2, Soul Rose
netherlicious:FoxfireLily:0, Foxfire Lily
netherlicious:GloomHibiscus:0, Gloom Hibiscus
netherlicious:NetherFlowerShrub:0, Crimson Bluet
netherlicious:NetherFlowerShrub:1, Torch Flower
netherlicious:NetherFlowerShrub:2, Warped Poppy
netherlicious:NetherFlowerShrub:3, Traumalia
netherlicious:Blossom, tile.Blossom.name
netherlicious:DoublePlants:0, Large Crimson Dew
netherlicious:DoublePlants:2, Large Warped Dew
netherlicious:DoublePlants:4, Large Foxfire Dew
netherlicious:DoublePlants:6, Large Crimson Fern
netherlicious:DoublePlants:8, Large Warped Fern
netherlicious:DoublePlants:10, Large Foxfire Fern
netherlicious:PotPlants:0, Pot Plant Crimson Shrub
netherlicious:PotPlants:1, Pot Plant Warped Roots
netherlicious:PotPlants:2, Pot Plant Knotty Roots
netherlicious:PotPlants:3, Pot Plant Spiked Weed
netherlicious:PotPlants:4, Pot Plant Crimson Roots
netherlicious:PotPlants:5, Pot Plant Warped Shrub
netherlicious:PotPlants:6, Pot Plant Soggy Roots
netherlicious:GhastlyGourd:0, Ghastly Gourd
netherlicious:CarvedGourd:0, Carved Ghastly Gourd
netherlicious:GourdLantern, Ghastly Lantern
netherlicious:GourdLanternSoul, Ghastly Soul Lantern
netherlicious:GourdLanternFoxfire, Ghastly Foxfire Lantern
netherlicious:GourdLanternShadow, Ghastly Shadow Lantern
netherlicious:GhastlyGourdStem, Ghastly Gourd Stem
netherlicious:InfernalReed, Infernal Reed
netherlicious:DevilishMaize, Devilish Maize
netherlicious:HellderBerryBush, Hellderberry Bush
netherlicious:AbyssalOat, Abyssal Oat
netherlicious:CrimsonWartCrop, Crimson Wart
netherlicious:WarpedWartCrop, Warped Wart
netherlicious:SoggyWartCrop, Soggy Wart
netherlicious:netherlicious.crimsonSignStanding, Crimison Sign
netherlicious:netherlicious.crimsonSignWall, Crimison Sign
netherlicious:netherlicious.warpedSignStanding, Warped Sign
netherlicious:netherlicious.warpedSignWall, Warped Sign
netherlicious:netherlicious.foxfireSignStanding, Foxfire Sign
netherlicious:netherlicious.foxfireSignWall, Foxfire Sign
netherlicious:CrimsonBarrel, Crimson Barrel
netherlicious:WarpedBarrel, Warped Barrel
netherlicious:FoxfireBarrel, Foxfire Barrel
netherlicious:CrimsonChest, Crimson Chest
netherlicious:WarpedChest, Warped Chest
netherlicious:FoxfireChest, Foxfire Chest
netherlicious:FurnaceBlackstone, Blackstone Furnace
netherlicious:FurnaceBlackstoneLit, Blackstone Furnace
netherlicious:NetherBookshelf:0, Crimson Bookshelf
netherlicious:NetherBookshelf:1, Warped Bookshelf
netherlicious:NetherBookshelf:2, Foxfire Bookshelf
netherlicious:NetherCraftingTable:0, Crimson Crafting Table
netherlicious:NetherCraftingTable:1, Warped Crafting Table
netherlicious:NetherCraftingTable:2, Foxfire Crafting Table
netherlicious:spectralDew, Spectral Dew
reccomplex:generic_space:0, Space (0 ~ Negative Space)
reccomplex:generic_space:1, Space (1 ~ Natural Air)
reccomplex:generic_space:2, Space (2)
reccomplex:generic_space:3, Space (3)
reccomplex:generic_space:4, Space (4)
reccomplex:generic_space:5, Space (5)
reccomplex:generic_space:6, Space (6)
reccomplex:generic_space:7, Space (7)
reccomplex:generic_space:8, Space (8)
